symbol,SL32230,SL32246,SL6130,SL6669,SL7393,SL7403,SL7404,SL7625,SL7632
MRRF,308,251,464,398,491,231,294,425,387
MRS2,543,519,1121,763,772,656,670,819,859
MRTFA,4654,3954,4986,2766,4995,4458,3106,5338,4358
MRTFA-AS1,23,16,15,22,38,12,21,29,25
MRTFB,9751,6682,23175,8151,8141,11485,1951,13880,12815
MRTO4,1159,1148,1458,1006,1641,1169,1892,2209,1470
MS4A1,0,0,2,3,4,0,7,1,0
MS4A10,1,0,7,0,1,0,4,1,2
MS4A12,1,0,3,0,2,0,1,0,0
MS4A13,1,0,2,0,0,0,3,0,0
MS4A14,14,15,29,20,31,5,13,20,45
MS4A15,3,7,6,1,2,1,4,2,2
MS4A18,0,0,1,0,0,0,1,2,0
MS4A2,0,0,3,0,1,0,2,0,1
MS4A3,3,0,7,0,0,2,2,2,1
MS4A4A,0,11,70,13,23,16,38,37,11
MS4A4E,2,4,2,4,7,0,6,4,3
MS4A5,0,0,2,0,0,0,2,0,0
MS4A6A,27,13,128,21,35,9,44,41,32
MS4A6E,0,0,2,0,1,0,0,0,0
MS4A7,20,70,268,108,127,22,124,208,78
MS4A8,14,5,17,4,15,16,7,45,7
MSANTD1,311,239,259,161,315,145,262,433,278
MSANTD2,256,216,311,270,487,211,217,416,347
MSANTD3,213,315,387,285,424,296,323,477,440
MSANTD3-TMEFF1,0,0,0,0,0,0,0,0,0
MSANTD4,861,761,1736,1186,1956,1384,1361,1557,1830
MSC,51,168,90,97,276,122,239,217,122
MSC-AS1,101,152,313,264,309,199,184,269,170
MSGN1,0,1,2,1,1,0,0,1,1
MSH2,1143,1073,2696,1618,1994,1713,1222,2316,2067
MSH2-OT1,41,24,35,42,46,21,27,38,41
MSH3,459,303,1003,743,852,701,820,953,851
MSH4,24,20,36,34,23,10,27,45,30
MSH5,5,15,27,15,38,12,11,47,12
MSH5-SAPCD1,0,0,0,0,0,0,0,0,0
MSH6,634,695,1657,998,1368,1075,915,1488,1110
MSI1,193,263,328,144,676,307,320,503,380
MSI2,1531,1550,3261,1611,5031,2404,2037,3212,2890
MSL1,4851,4482,7768,3903,6030,4461,5095,7421,6427
MSL2,645,672,1337,682,1219,873,663,1205,1186
MSL3,925,850,1513,1108,1280,923,1209,1633,1501
MSL3P1,120,41,93,67,95,89,57,187,85
MSLN,18,24,114,11,40,32,35,68,22
MSLNL,65,29,68,43,179,50,118,123,64
MSMO1,2003,1750,2860,1544,1924,2251,1982,2456,1554
MSMP,0,0,0,0,0,0,0,0,0
MSN,2601,2066,6880,1670,5279,5996,1764,5003,2773
MSR1,9,34,169,26,39,18,59,113,33
MSRA,584,627,843,613,952,701,929,927,918
MSRB1,236,274,393,199,466,344,496,441,357
MSRB2,669,747,790,772,1144,625,1424,1318,1006
MSRB3,384,474,900,581,1304,641,553,1060,844
MSS51,84,63,56,131,134,48,46,99,102
MST1,222,246,202,138,401,145,272,279,194
MST1L,61,61,51,55,122,51,92,40,24
MST1R,115,74,77,64,133,38,47,71,85
MSTN,36,11,15,21,61,16,21,13,31
MSTO1,280,317,433,453,502,312,303,519,443
MSX1,339,228,146,81,404,181,350,442,327
MSX2,18,19,21,9,47,28,20,56,31
MT1A,51,3,33,0,3,68,3,1,2
MT1B,0,0,0,0,0,0,0,0,0
MT1E,80,204,143,120,432,533,275,129,171
MT1F,61,78,64,34,171,73,119,110,96
MT1G,114,142,113,46,183,180,135,64,70
MT1H,0,13,0,4,7,5,3,7,4
MT1HL1,4,2,2,1,1,0,6,1,1
MT1JP,3,1,15,2,7,18,3,0,1
MT1L,32,9,28,4,21,42,12,8,4
MT1M,246,90,134,30,120,446,96,61,71
MT1P3,0,1,2,1,0,0,1,0,0
MT1X,164,38,269,38,68,344,66,28,21
MT2A,512,452,566,145,697,1547,634,252,273
MT3,2493,3130,2237,1635,4112,2391,5342,3822,3230
MT4,0,0,1,0,0,0,0,1,0
MTA1,2590,2531,2615,1297,4044,2105,2476,3529,2721
MTA2,1189,911,1576,901,1588,1326,1194,1537,1171
MTA3,5233,4370,8716,5552,5976,5860,4572,9069,6757
MTA3P1,12,3,5,7,5,5,2,5,6
MTAP,248,240,570,348,412,285,297,570,479
MTAPP2,1,0,3,2,3,0,0,0,1
MTARC1,205,249,361,164,497,232,290,376,302
MTARC2,360,427,669,396,728,482,471,662,508
MTATP6P1,28845,23470,444,62631,98818,44188,57693,87870,72064
MTATP6P11,4,8,2,5,9,1,1,5,4
MTATP6P13,2,1,0,1,3,0,1,0,3
MTATP6P14,0,0,0,0,0,0,0,0,0
MTATP6P15,2,0,1,1,1,1,2,0,2
MTATP6P16,3,1,0,2,0,2,5,4,3
MTATP6P17,2,0,0,1,1,0,3,0,0
MTATP6P18,0,0,0,0,0,0,0,0,0
MTATP6P19,3,1,5,3,1,2,0,5,1
MTATP6P2,4,4,10,10,7,6,9,6,9
MTATP6P20,0,0,2,0,1,0,0,1,0
MTATP6P21,0,0,0,0,0,0,2,0,2
MTATP6P23,0,0,0,1,0,0,0,1,0
MTATP6P24,1,0,2,1,0,0,0,0,0
MTATP6P25,0,0,1,0,0,0,2,0,0
MTATP6P26,8,5,5,6,8,1,11,10,9
MTATP6P27,10,4,6,10,8,9,5,6,8
MTATP6P29,0,0,0,0,1,0,0,1,0
MTATP6P3,0,0,0,0,0,1,0,0,0
MTATP6P30,0,0,0,0,0,0,0,1,0
MTATP6P4,0,0,0,0,0,0,0,0,0
MTATP6P7,0,0,0,0,0,0,0,0,0
MTATP6P9,0,0,0,0,0,0,0,0,0
MTATP8P1,1,2,4,2,6,3,4,1,2
MTATP8P2,8,5,18,126,17,9,13,13,6
MTBP,60,31,71,92,143,37,65,215,105
MTCH1,21329,25222,27931,16230,19709,19750,24121,32350,23927
MTCH2,1025,1438,3008,2160,2833,2078,1885,2647,2682
MTCL1,3115,2430,4497,2350,3984,2652,1693,3799,3420
MTCO1P11,1,3,3,5,3,2,1,3,2
MTCO1P12,6213,4659,5454,4386,9607,6630,6205,13089,7695
MTCO1P14,0,0,1,0,0,0,0,0,0
MTCO1P15,1,3,5,1,2,0,1,1,0
MTCO1P17,1,1,0,1,2,0,2,1,0
MTCO1P18,0,0,1,0,1,1,0,0,0
MTCO1P19,1,3,2,1,3,0,2,1,0
MTCO1P20,1,0,0,1,0,1,1,1,0
MTCO1P21,5,2,1,12,10,1,2,3,6
MTCO1P22,3,4,8,5,21,15,14,9,20
MTCO1P23,1,0,2,2,0,0,1,0,0
MTCO1P24,2,1,3,3,7,3,4,2,2
MTCO1P25,1,0,3,0,0,1,2,0,0
MTCO1P27,2,0,1,1,1,0,2,0,1
MTCO1P28,15,12,19,17,29,8,13,14,6
MTCO1P29,0,0,2,0,3,0,0,0,0
MTCO1P3,1,0,2,7,8,1,2,3,4
MTCO1P30,0,1,0,0,0,2,0,0,0
MTCO1P31,3,1,0,3,1,0,0,0,3
MTCO1P39,1,1,4,2,0,2,1,1,1
MTCO1P4,0,0,1,1,2,0,3,0,0
MTCO1P40,31,23,117,70,116,103,84,114,174
MTCO1P42,1,1,8,4,9,1,0,1,4
MTCO1P43,0,0,1,0,0,0,0,0,1
MTCO1P44,0,0,0,0,0,0,0,0,0
MTCO1P45,0,0,2,0,0,0,1,0,1
MTCO1P46,1,3,4,3,5,1,0,1,8
MTCO1P47,0,1,5,5,14,0,4,3,4
MTCO1P48,0,0,0,0,0,1,2,0,0
MTCO1P49,0,0,1,1,0,0,1,0,0
MTCO1P5,1,1,2,5,5,1,1,3,5
MTCO1P51,0,0,4,0,1,0,1,0,0
MTCO1P52,0,0,1,0,0,0,0,0,0
MTCO1P53,4,2,18,16,18,11,8,11,756
MTCO1P54,1,1,1,3,1,0,0,4,0
MTCO1P55,1,2,6,3,3,0,1,6,3
MTCO1P56,0,0,1,0,0,0,0,0,0
MTCO1P57,0,0,1,0,0,0,0,0,0
MTCO1P6,0,0,1,0,0,0,1,0,0
MTCO1P7,0,0,1,0,1,0,0,0,0
MTCO1P8,1,0,0,1,1,1,0,0,1
MTCO1P9,0,0,0,0,0,0,0,0,0
MTCO2P1,0,0,2,0,0,0,1,1,1
MTCO2P11,2,3,2,4,5,1,3,5,7
MTCO2P12,57,70,216,138,247,149,176,198,156
MTCO2P15,0,1,0,0,0,2,0,1,0
MTCO2P16,0,1,3,2,2,2,0,0,1
MTCO2P17,0,1,1,1,1,0,0,0,0
MTCO2P18,0,0,0,0,0,0,0,0,0
MTCO2P19,0,1,1,3,2,0,0,1,2
MTCO2P2,4,4,29,8,8,7,13,9,6
MTCO2P20,0,0,0,1,0,0,1,0,0
MTCO2P21,2,0,1,3,8,0,3,1,4
MTCO2P22,3,11,3,0,3,2,0,1,5
MTCO2P23,1,0,0,1,0,0,0,0,1
MTCO2P24,0,0,0,0,0,0,0,0,0
MTCO2P25,0,0,2,0,1,0,0,0,0
MTCO2P27,5,1,4,5,10,1,6,11,4
MTCO2P29,0,0,0,1,0,1,0,0,0
MTCO2P3,0,0,0,0,0,1,1,0,0
MTCO2P30,0,0,0,0,0,0,0,0,1
MTCO2P31,0,0,1,0,1,0,0,0,0
MTCO2P32,0,0,2,1,0,0,1,0,1
MTCO2P33,0,0,2,0,1,0,0,0,0
MTCO2P34,0,0,1,0,0,0,0,0,0
MTCO2P4,0,0,0,0,0,0,1,0,1
MTCO2P5,0,0,3,0,1,0,0,0,0
MTCO2P6,0,0,1,0,0,0,0,0,0
MTCO2P7,0,0,0,0,0,0,0,0,0
MTCO2P8,1,0,0,0,0,0,0,0,2
MTCO2P9,0,0,1,0,0,0,0,0,0
MTCO3P10,0,0,2,1,2,1,2,1,2
MTCO3P11,2,1,9,6,10,1,1,6,9
MTCO3P12,1521,67,321,332,268,168,167,215,187
MTCO3P13,0,0,0,0,0,1,1,0,0
MTCO3P15,1,0,1,4,0,0,1,0,1
MTCO3P16,0,0,3,1,1,0,1,1,1
MTCO3P17,1,0,3,0,1,0,1,0,2
MTCO3P18,0,0,0,0,0,0,0,0,0
MTCO3P2,0,1,1,0,2,0,0,1,4
MTCO3P20,1,1,5,0,1,0,1,0,0
MTCO3P21,2,1,1,1,5,0,2,0,2
MTCO3P22,1,1,0,3,2,0,0,2,2
MTCO3P23,0,0,0,0,0,0,0,0,0
MTCO3P24,1,1,0,0,0,1,0,0,1
MTCO3P27,0,0,0,0,0,0,1,0,0
MTCO3P28,0,0,1,0,0,1,1,0,0
MTCO3P29,1,2,2,3,1,0,0,1,3
MTCO3P30,0,0,2,0,0,0,1,1,0
MTCO3P31,0,0,0,0,0,0,0,0,0
MTCO3P35,4,5,1,2,5,3,0,0,3
MTCO3P38,0,0,2,1,1,0,3,0,0
MTCO3P39,0,0,0,1,0,0,0,0,0
MTCO3P4,0,0,0,0,0,1,4,0,0
MTCO3P40,0,0,2,0,0,0,1,0,0
MTCO3P41,0,1,2,0,1,0,1,0,0
MTCO3P42,0,0,0,0,0,0,0,0,0
MTCO3P43,4,9,8,3,10,5,10,12,5
MTCO3P44,2,1,0,1,2,1,2,0,1
MTCO3P45,3,0,2,0,0,0,0,0,0
MTCO3P46,0,0,0,0,0,0,0,1,1
MTCO3P5,0,0,2,1,0,1,0,0,0
MTCO3P8,1,0,1,0,0,0,0,0,0
MTCO3P9,0,0,1,0,0,0,0,0,0
MTCP1,9,10,12,24,16,7,9,18,19
MTCYBP1,0,0,0,0,0,0,0,0,0
MTCYBP10,0,0,0,0,0,0,0,0,0
MTCYBP11,0,0,0,0,0,0,0,0,0
MTCYBP12,0,0,1,0,0,0,0,0,0
MTCYBP13,0,0,3,0,1,0,1,0,0
MTCYBP14,1,0,0,0,1,1,2,0,2
MTCYBP15,0,0,2,2,0,1,2,1,0
MTCYBP16,0,0,2,1,0,2,2,0,0
MTCYBP17,0,0,1,0,0,0,0,0,0
MTCYBP18,9,10,18,29,19,5,5,33,357
MTCYBP19,0,0,2,0,0,0,1,0,0
MTCYBP2,0,0,0,0,0,0,0,0,0
MTCYBP20,0,0,1,0,0,0,0,0,0
MTCYBP21,0,2,7,0,0,1,3,2,2
MTCYBP22,2,0,1,3,3,0,0,0,4
MTCYBP23,0,2,1,3,1,0,2,3,4
MTCYBP24,1,1,0,1,0,2,1,0,1
MTCYBP27,0,0,0,0,0,1,1,0,0
MTCYBP28,0,1,3,1,4,1,1,0,1
MTCYBP29,0,1,2,0,0,1,2,0,2
MTCYBP3,2,2,2,4,1,0,0,3,0
MTCYBP31,0,0,2,0,0,0,0,0,0
MTCYBP32,1,1,0,0,1,1,2,1,2
MTCYBP33,1,0,0,0,1,0,0,0,1
MTCYBP34,0,1,0,0,0,0,0,0,0
MTCYBP35,3,5,4,8,24,2,11,22,16
MTCYBP36,0,0,1,0,0,0,2,1,0
MTCYBP37,0,0,1,0,0,0,2,0,0
MTCYBP38,0,0,3,0,0,0,3,0,0
MTCYBP39,0,0,1,0,0,0,0,0,0
MTCYBP4,0,1,0,27,1,1,0,0,0
MTCYBP40,0,1,0,0,2,0,1,0,0
MTCYBP41,0,0,2,0,2,0,0,0,0
MTCYBP42,0,0,4,0,0,0,0,0,0
MTCYBP43,2,3,1,6,2,0,1,2,3
MTCYBP44,1,0,2,1,0,1,1,0,0
MTCYBP45,0,0,2,0,0,1,2,0,0
MTCYBP5,0,1,1,0,0,1,1,1,1
MTCYBP7,0,0,0,0,0,0,2,0,0
MTCYBP8,0,0,0,0,0,0,0,0,0
MTCYBP9,0,0,1,0,0,0,0,0,0
MTDH,4064,4170,9028,6360,7883,5458,8729,11241,7423
MTDHP1,26,12,11,17,13,10,5,28,20
MTDHP2,0,0,0,1,0,0,0,1,1
MTDHP3,0,0,2,0,0,1,2,1,3
MTDHP4,7,0,1,4,4,2,2,2,0
MTDHP5,0,0,4,1,0,1,2,0,1
MTERF1,270,162,291,329,354,191,298,351,322
MTERF2,318,210,337,384,458,237,313,365,311
MTERF3,210,208,251,251,298,215,233,394,263
MTERF4,777,759,1144,898,1365,769,1074,1160,1007
MTF1,771,664,1478,1144,1717,1073,1175,1669,1406
MTF2,699,578,1057,1171,1322,852,1170,1473,1182
MTFMT,154,196,239,224,254,189,196,250,253
MTFP1,3,2,6,0,5,4,4,6,4
MTFR1,95,150,279,158,256,142,199,332,177
MTFR1L,1647,1543,2206,2203,2953,1765,2060,2367,2363
MTFR2,4,1,8,4,16,8,6,20,5
MTG1,70,84,67,107,176,63,126,127,134
MTG2,941,831,1346,934,1204,682,1237,1227,1087
MTHFD1,963,1131,2310,1120,1825,1437,995,1969,1705
MTHFD1L,525,738,1252,513,622,706,578,1066,880
MTHFD1P1,7,5,23,4,15,9,9,2,6
MTHFD2,170,82,475,109,134,249,86,418,128
MTHFD2L,210,180,286,246,315,191,273,288,290
MTHFD2P1,0,2,3,1,0,0,0,0,0
MTHFD2P2,10,7,0,10,14,5,4,1,8
MTHFD2P3,0,0,1,0,1,0,0,0,0
MTHFD2P7,0,1,1,0,1,0,0,0,0
MTHFR,2600,1743,2497,1843,2483,1804,1713,2620,2465
MTHFS,9,4,15,7,15,2,17,16,13
MTHFSD,186,246,366,242,439,278,207,397,293
MTIF2,531,637,1357,1126,1404,789,1429,1349,1289
MTIF2P1,3,1,4,5,4,3,6,4,5
MTIF3,363,401,545,519,737,436,768,684,589
MTLN,68,201,95,78,120,109,194,188,141
MTM1,225,208,653,241,521,397,299,389,336
MTMR1,1281,1177,2058,1358,1759,1569,890,1808,1760
MTMR10,458,764,2801,670,2416,1133,1709,1116,1011
MTMR11,254,185,291,262,407,171,154,280,281
MTMR12,1494,1230,3124,1466,1966,1929,1206,2496,2009
MTMR14,621,699,1193,842,1287,826,832,1241,1022
MTMR2,1598,1710,3866,2424,2343,2340,1925,3203,2938
MTMR3,1729,1815,3613,1891,3353,2642,1518,3158,2701
MTMR4,3402,3289,7579,4651,4892,4913,2757,5927,5670
MTMR6,1588,1630,4275,2445,2803,2282,1827,2829,2874
MTMR7,626,694,1800,868,964,809,511,1223,1297
MTMR8,8,14,38,19,36,14,12,33,17
MTMR9,2237,2243,6425,4060,3681,3330,3298,5035,4632
MTND1P1,0,0,0,0,0,0,0,0,0
MTND1P11,2,0,5,4,3,1,1,4,4
MTND1P12,0,0,0,0,0,0,0,0,0
MTND1P14,4,0,3,1,1,0,1,0,3
MTND1P15,0,0,0,0,0,0,0,0,0
MTND1P16,0,2,2,1,18,2,4,1,8
MTND1P18,0,0,2,0,0,0,0,0,0
MTND1P19,1,2,2,4,8,0,0,3,2
MTND1P2,1,1,3,1,0,2,2,1,2
MTND1P20,0,0,2,1,0,0,0,1,0
MTND1P21,1,1,1,3,4,0,0,0,3
MTND1P22,0,0,4,0,0,0,0,0,0
MTND1P23,35,35,86,50,94,67,83,62,72
MTND1P24,0,0,0,1,0,0,2,0,0
MTND1P26,0,0,0,0,0,0,0,0,0
MTND1P27,0,0,0,0,1,0,1,0,1
MTND1P28,0,1,2,0,0,0,0,0,0
MTND1P3,6,5,8,8,13,2,5,16,13
MTND1P30,0,0,0,0,0,0,0,0,0
MTND1P31,0,0,0,0,0,0,0,0,0
MTND1P32,3,0,1,6,0,2,3,4,1
MTND1P33,0,0,0,0,0,0,0,0,0
MTND1P34,4,0,4,4,7,0,4,2,4
MTND1P35,0,0,0,0,0,0,0,0,0
MTND1P36,0,1,2,1,2,0,1,2,4
MTND1P5,0,0,1,0,1,1,2,1,2
MTND1P6,0,0,0,2,0,0,1,2,1
MTND1P8,7,5,7,8,22,7,15,13,12
MTND1P9,4,0,3,2,11,2,1,7,2
MTND2P11,2,3,6,3,7,2,5,5,9
MTND2P12,6,1,1,1,1,1,1,0,3
MTND2P13,0,0,1,0,0,0,1,0,0
MTND2P14,1,1,0,0,4,0,0,0,1
MTND2P15,0,0,2,1,1,0,0,1,0
MTND2P16,1,0,0,1,0,0,0,1,0
MTND2P17,0,0,0,2,1,0,0,0,0
MTND2P18,0,0,0,0,0,0,0,0,0
MTND2P2,1,2,1,2,1,1,1,5,0
MTND2P20,0,0,2,0,1,0,0,0,0
MTND2P21,0,0,3,0,1,0,1,0,0
MTND2P22,0,0,0,0,0,0,0,0,0
MTND2P23,2,0,3,3,11,1,0,1,3
MTND2P25,0,0,2,0,1,0,0,0,0
MTND2P26,2,0,1,3,0,2,1,0,1
MTND2P28,11269,10989,477,26413,36428,16986,9639,28743,30832
MTND2P29,1,0,1,2,4,0,1,1,0
MTND2P3,0,0,0,0,0,0,0,0,0
MTND2P30,0,0,1,0,0,0,0,0,0
MTND2P31,3,0,8,5,6,0,5,2,2
MTND2P32,0,0,4,1,2,0,3,1,0
MTND2P33,0,0,0,0,1,0,0,0,0
MTND2P38,0,0,0,0,0,0,0,0,0
MTND2P39,0,0,0,0,0,0,0,0,0
MTND2P4,0,0,2,0,0,0,1,0,2
MTND2P40,9,3,6,11,22,4,8,7,9
MTND2P5,4,3,9,9,10,7,2,20,10
MTND2P6,0,1,0,0,1,1,0,0,0
MTND2P7,0,0,1,0,0,1,0,0,0
MTND2P8,0,0,4,1,1,1,2,1,0
MTND2P9,3,1,7,1,0,1,3,1,1
MTND3P1,0,0,0,0,0,0,0,0,0
MTND3P10,0,3,1,2,3,2,3,2,6
MTND3P12,0,1,0,0,1,0,0,1,0
MTND3P13,0,0,0,0,0,0,0,0,0
MTND3P16,0,0,0,0,0,0,0,0,0
MTND3P17,1,0,0,0,0,0,1,1,0
MTND3P19,0,0,0,1,0,0,0,0,0
MTND3P2,1,0,0,0,1,0,1,0,0
MTND3P20,0,0,0,0,0,0,0,0,0
MTND3P21,0,0,0,0,2,0,1,2,1
MTND3P22,0,0,0,0,0,0,0,0,0
MTND3P23,0,1,1,0,0,1,0,1,3
MTND3P25,1,0,0,0,2,2,0,4,3
MTND3P4,0,0,0,0,0,0,1,2,0
MTND3P5,0,0,1,0,0,0,0,0,1
MTND3P6,0,1,1,3,1,1,0,0,1
MTND3P7,0,0,1,0,0,0,1,0,0
MTND3P8,0,0,0,0,0,0,0,0,0
MTND3P9,0,0,1,0,0,0,0,0,0
MTND4LP1,1,0,1,0,1,0,0,0,0
MTND4LP10,0,0,0,0,0,0,0,0,0
MTND4LP11,0,0,1,0,0,0,2,0,0
MTND4LP13,0,1,0,1,1,0,0,0,2
MTND4LP17,0,0,0,0,2,0,0,1,0
MTND4LP19,0,0,0,0,0,0,0,0,0
MTND4LP2,0,0,0,0,0,0,1,0,0
MTND4LP20,0,0,0,0,0,0,0,0,0
MTND4LP21,0,0,0,0,1,0,0,0,0
MTND4LP22,0,0,1,0,1,0,0,0,2
MTND4LP24,0,0,0,0,0,0,0,0,0
MTND4LP25,0,0,1,0,1,0,0,0,0
MTND4LP26,0,0,1,0,0,0,1,0,0
MTND4LP3,2,1,1,0,2,0,0,3,1
MTND4LP9,0,1,2,0,2,0,1,0,0
MTND4P1,0,0,1,0,0,0,0,0,0
MTND4P10,0,0,1,0,0,0,0,0,2
MTND4P12,247,911,565,2975,480,301,482,2163,2384
MTND4P13,0,0,0,1,0,0,0,0,0
MTND4P14,4,2,4,10,8,5,0,2,3
MTND4P15,1,4,2,8,8,2,4,6,2
MTND4P16,3,6,2,10,15,2,3,4,5
MTND4P18,0,0,2,0,0,0,2,0,0
MTND4P2,2,0,2,1,1,1,0,1,1
MTND4P21,0,0,0,0,1,0,0,0,0
MTND4P22,0,0,4,0,1,0,1,0,0
MTND4P23,1,2,8,2,0,1,7,4,1
MTND4P24,7,1,15,10,12,5,3,12,9
MTND4P25,0,0,1,0,0,0,1,0,0
MTND4P26,6,5,4,12,13,1,10,9,11
MTND4P27,0,0,0,0,0,0,0,0,0
MTND4P28,0,0,0,0,0,0,0,0,0
MTND4P29,1,0,4,1,1,2,0,2,2
MTND4P3,0,0,2,0,0,1,1,0,0
MTND4P33,0,0,0,0,0,0,0,0,0
MTND4P35,14,12,17,16,29,18,16,22,19
MTND4P5,0,0,1,1,0,2,5,0,1
MTND4P6,0,0,3,0,0,1,1,0,0
MTND4P8,0,0,0,0,0,0,0,0,0
MTND4P9,7,2,12,6,13,4,5,12,4
MTND5P1,2,3,3,2,8,4,3,4,4
MTND5P10,3,21,3,1,6,1,0,3,3
MTND5P11,25,24,185,90,126,73,30,62,124
MTND5P12,4,5,8,15,25,4,10,14,19
MTND5P14,0,2,1,3,2,3,0,3,4
MTND5P16,5,9,4,17,42,8,19,26,34
MTND5P17,0,0,4,0,0,0,1,0,0
MTND5P18,1,0,2,0,1,1,0,0,1
MTND5P19,0,0,1,1,0,0,0,1,1
MTND5P2,2,2,5,4,3,1,2,4,4
MTND5P20,2,0,1,0,1,0,0,1,0
MTND5P22,2,1,5,8,15,2,3,4,7
MTND5P23,0,0,0,0,0,0,0,0,0
MTND5P24,0,0,4,0,1,1,0,0,0
MTND5P25,1,0,2,0,1,0,5,1,3
MTND5P27,0,0,1,0,0,0,0,0,0
MTND5P28,6,6,5,12,22,8,14,13,14
MTND5P29,0,0,0,0,0,0,0,0,0
MTND5P3,1,0,0,0,1,0,2,0,0
MTND5P30,0,0,3,0,0,0,0,0,0
MTND5P31,2,1,5,4,3,0,5,1,0
MTND5P32,0,0,0,3,4,0,0,0,7
MTND5P33,0,1,0,1,0,0,0,1,0
MTND5P34,0,0,0,0,0,0,1,0,0
MTND5P4,0,0,1,1,2,2,0,2,2
MTND5P41,0,0,2,0,0,0,0,0,0
MTND5P5,0,0,0,1,0,0,0,0,0
MTND5P6,2,0,3,0,0,1,3,3,7
MTND5P7,0,0,2,2,0,4,3,1,3
MTND5P8,0,0,2,1,0,1,0,1,0
MTND5P9,0,0,0,0,0,0,0,0,0
MTND6P1,0,0,0,0,0,0,0,0,0
MTND6P10,0,0,0,0,0,0,0,0,0
MTND6P11,0,0,0,0,0,0,0,0,0
MTND6P12,0,0,1,0,0,0,0,0,0
MTND6P13,0,0,4,0,0,0,2,0,0
MTND6P14,0,0,0,0,0,0,0,0,0
MTND6P15,0,0,0,0,0,0,0,0,0
MTND6P16,0,0,0,0,0,0,1,0,0
MTND6P17,0,0,0,0,0,0,0,0,0
MTND6P18,1,1,2,1,0,0,0,2,1
MTND6P19,0,0,0,0,0,0,0,0,0
MTND6P2,0,0,1,0,2,0,0,0,0
MTND6P20,0,0,0,1,0,0,0,0,0
MTND6P21,0,0,0,0,0,0,1,1,0
MTND6P22,0,0,3,2,0,0,0,2,1
MTND6P24,0,1,0,0,0,0,0,0,0
MTND6P25,1,0,2,3,6,0,5,3,4
MTND6P3,4,1,2,4,6,0,4,5,6
MTND6P32,0,0,0,1,1,0,0,2,0
MTND6P33,0,0,0,0,0,0,0,0,0
MTND6P4,8,15,65,34,74,31,18,26,71
MTND6P5,1,1,2,3,2,1,2,2,4
MTND6P6,0,0,0,1,1,1,1,2,2
MTND6P7,0,0,0,0,0,0,0,0,0
MTND6P8,0,0,0,0,0,0,0,0,0
MTND6P9,0,0,1,0,1,0,0,0,0
MTNR1A,1,5,7,1,5,5,6,13,4
MTNR1B,4,1,7,1,4,2,1,4,2
MTO1,498,373,1034,569,660,610,576,744,659
MTOR,2889,4083,8391,3923,5604,4934,2342,6721,5584
MTOR-AS1,6,3,2,1,6,3,1,4,3
MTPAP,611,596,1141,894,1049,801,603,1189,1041
MTPN,3351,3247,8360,2852,3555,3841,1203,5767,5023
MTR,955,1227,2577,1575,2600,1435,1373,2185,1915
MTRES1,202,225,250,186,408,228,365,315,327
MTRES1P1,0,0,1,0,0,0,2,0,0
MTREX,1009,969,2496,1300,1763,1424,1166,2082,1605
MTRF1,259,178,253,305,312,208,221,322,224
MTRF1L,276,227,392,405,307,297,340,444,432
MTRF1LP1,1,2,4,4,3,4,1,2,0
MTRNR2L1,13,1,37,27,24,658,12,1549,17
MTRNR2L10,5,3,28,4,18,13,14,24,19
MTRNR2L11,0,1,1,0,0,0,0,4,2
MTRNR2L13,0,0,0,0,0,0,2,1,0
MTRNR2L2,247,246,799,379,448,241,237,1219,614
MTRNR2L3,1,1,10,12,8,3,11,8,4
MTRNR2L4,6,2,7,6,12,2,17,7,8
MTRNR2L5,2,1,2,1,3,0,2,9,1
MTRNR2L6,14,5,15,20,22,10,15,22,20
MTRNR2L7,0,0,1,1,0,0,0,0,0
MTRNR2L8,51,25,268,128,129,61,85,100,705
MTRR,720,549,1357,823,1086,707,520,1498,974
MTSS1,1467,1685,3114,1441,2743,1358,1931,2343,2243
MTSS2,4753,7572,5597,1531,9194,4049,2094,8059,5107
MTTP,16,19,57,29,52,29,21,43,43
MTURN,48951,46897,73134,56669,70181,39382,56498,74295,65409
MTUS1,1896,1674,5918,1713,4240,2302,3854,3297,2907
MTUS2,482,640,981,708,980,646,466,1339,1217
MTX1,259,283,322,305,430,308,309,414,357
MTX1P1,218,194,376,277,328,292,147,379,368
MTX2,705,805,1597,1447,1597,1127,1536,1587,1481
MTX3,551,546,1813,708,642,776,287,1239,957
MUC1,41,36,57,19,138,97,26,164,31
MUC12,79,46,45,55,90,34,74,145,101
MUC12-AS1,11,4,5,9,4,4,15,8,2
MUC13,3,2,10,4,6,6,5,864,41
MUC15,1,3,6,5,3,1,6,152,6
MUC16,6,3,29,10,13,9,14,25,6
MUC17,0,6,17,8,4,3,12,2,1
MUC19,13,9,35,4,16,1,22,10,7
MUC2,0,0,0,0,0,1,0,1,1
MUC20,585,111,120,334,390,195,222,217,170
MUC21,0,0,0,0,1,0,1,1,0
MUC22,0,0,3,5,2,0,10,17,4
MUC3A,30,8,12,31,30,5,29,44,12
MUC4,154,44,41,81,76,40,55,35,79
MUC5AC,0,10,5,7,5,6,2,8,3
MUC5B,88,79,97,69,152,52,99,2716,181
MUC5B-AS1,0,0,0,0,0,0,0,0,0
MUC6,472,299,132,191,427,141,199,441,735
MUC7,1,0,0,0,0,0,1,0,0
MUCL1,4,7,19,9,9,6,12,6,8
