symbol,SL5883,SL5891,SL6658,SL7158,SL7386,SL7409,SL7629,SL7798,SL7809
NOBOX,0,1,0,2,1,0,0,1,3
NOC2L,1341,1850,3831,3165,4727,2723,4482,2135,2398
NOC2LP1,34,44,62,42,66,22,77,9,15
NOC3L,66,67,371,227,327,259,625,233,357
NOC4L,274,399,928,918,1040,761,1113,443,707
NOCT,76,113,259,163,310,167,303,373,173
NOD1,51,75,238,132,128,87,248,165,134
NOD2,4,5,17,34,25,16,17,19,12
NODAL,7,6,3,5,17,6,14,6,17
NOG,30,33,68,46,138,134,202,51,105
NOL10,87,152,497,332,592,357,608,334,357
NOL11,124,187,502,351,453,335,575,366,323
NOL3,258,438,786,851,789,726,961,1173,616
NOL4,423,627,1603,1213,2421,1274,2062,1110,1010
NOL4L,927,1322,2258,2490,3444,1816,4052,1573,2067
NOL4L-DT,1,0,1,1,2,2,1,1,1
NOL6,1035,1620,3437,2501,3622,1891,3712,1183,2000
NOL7,35,35,91,91,125,92,155,81,87
NOL8,261,314,1030,761,1155,751,1527,795,886
NOL8P1,0,0,1,1,0,2,0,1,3
NOL9,446,639,1382,1148,1860,1399,2425,802,1229
NOLC1,974,1162,3302,2934,4220,2929,4917,2037,2082
NOLC1P1,0,0,1,0,0,3,0,2,2
NOM1,236,246,835,617,1097,566,983,703,710
NOMO1,960,923,2063,2501,3503,2089,3640,1288,1536
NOMO2,228,279,533,1018,1034,633,1194,347,389
NOMO3,36,131,295,452,324,56,560,140,150
NONO,816,964,2441,2312,3213,2278,4045,1656,2038
NOP10,20,46,132,122,144,159,238,117,93
NOP14,92,163,365,302,502,316,544,287,302
NOP16,85,137,343,271,337,245,389,269,183
NOP2,261,364,1088,623,862,603,854,793,462
NOP53,565,857,2186,1589,3124,2170,3326,2154,2205
NOP53-AS1,9,12,15,10,19,15,31,49,22
NOP56,650,883,1871,2015,2750,1919,3183,2066,1423
NOP56P2,0,1,1,0,0,0,3,2,3
NOP58,196,316,943,724,1079,668,1266,1179,511
NOP9,434,429,1114,1131,1264,896,1465,534,855
NORAD,13102,14682,36631,33234,42326,32243,46499,16558,25079
NOS1,603,643,1790,1462,3777,1420,3236,1274,2671
NOS1AP,1643,2143,5656,4157,5928,4169,5798,3813,2638
NOS2,117,76,272,279,312,252,333,117,158
NOS2P3,2,2,0,4,7,4,7,26,1
NOS2P4,0,0,0,0,0,0,0,0,0
NOS3,243,246,2315,523,530,251,919,1200,517
NOSIP,205,285,547,583,917,605,895,599,580
NOSTRIN,42,56,148,65,166,117,207,88,117
NOTCH1,1491,1821,4436,4036,4391,1726,9390,5528,5852
NOTCH2,288,803,3589,1665,2558,903,3300,1133,3456
NOTCH2P1,0,0,0,0,0,0,0,0,0
NOTCH3,3827,4894,7278,4551,7851,5344,17222,3297,10043
NOTCH4,721,660,3192,1109,1129,1060,1451,1875,1328
NOTO,1,2,0,0,0,1,0,1,2
NOTUM,23,53,80,66,149,139,193,83,78
NOVA1,1775,1805,4866,3911,5790,4503,6523,2864,3100
NOVA2,2084,3206,8203,7041,8969,6060,9168,4644,5037
NOX1,4,4,17,9,17,25,29,18,23
NOX3,0,0,0,1,0,1,1,3,3
NOX4,3,7,18,16,7,19,20,5,20
NOX5,26,16,145,22,35,20,34,12,30
NOXA1,489,835,1717,1095,1822,1168,1540,680,871
NOXO1,0,0,0,0,3,2,0,1,1
NOXRED1,20,20,35,40,49,43,63,36,59
NPAP1,6,18,7,7,35,19,20,26,19
NPAP1P4,0,0,0,0,0,1,0,2,1
NPAP1P6,0,1,0,0,0,1,1,1,0
NPAS1,151,268,388,322,565,435,699,260,305
NPAS2,636,863,2491,1368,3010,1769,2806,1585,1727
NPAS3,275,476,2350,1635,1704,905,2554,825,2151
NPAS4,36,90,555,37,263,24,149,74,109
NPAT,243,220,739,559,844,556,1083,440,534
NPB,0,0,0,0,0,0,0,0,0
NPBWR2,5,1,10,8,12,5,22,3,1
NPC1,925,984,2142,4735,2397,906,6492,2478,2723
NPC1L1,4,10,9,5,5,8,7,102,15
NPC2,61,92,231,442,334,235,515,255,298
NPDC1,2818,4555,8945,8078,11342,7343,11099,5692,6007
NPEPL1,97,173,420,334,362,228,442,265,167
NPEPPS,1040,1252,3333,3313,4331,3255,5245,2427,2361
NPFF,0,0,0,0,0,0,0,0,0
NPFFR1,42,81,150,223,276,151,329,87,381
NPFFR2,19,21,45,32,100,82,111,47,12
NPHP1,62,103,262,160,264,187,256,227,168
NPHP3,195,243,591,479,540,305,666,494,451
NPHP3-AS1,1,0,9,3,4,4,3,1,8
NPHP4,458,801,1376,1059,1688,877,2125,1011,1075
NPHS1,66,53,135,135,141,94,128,98,93
NPHS2,0,0,0,0,0,1,0,1,0
NPIPA1,71,139,321,309,244,273,366,199,88
NPIPA2,1,0,7,3,6,0,0,3,1
NPIPA3,0,0,8,0,6,2,0,0,0
NPIPA5,31,15,119,19,44,142,27,17,99
NPIPA7,0,0,2,4,1,2,0,4,2
NPIPA8,0,0,1,3,1,2,1,0,3
NPIPB11,11,86,63,11,96,88,29,33,60
NPIPB12,1,4,22,5,14,13,17,21,12
NPIPB13,0,0,0,0,2,2,1,3,0
NPIPB14P,0,0,1,0,0,0,2,0,0
NPIPB15,2,23,6,80,63,36,50,48,33
NPIPB2,1,14,5,5,34,25,6,4,4
NPIPB3,137,227,458,262,333,299,342,292,202
NPIPB4,80,174,371,188,406,187,234,264,142
NPIPB5,68,83,199,118,160,76,113,108,123
NPIPB6,0,1,7,5,6,6,6,10,4
NPIPB8,0,4,7,3,5,1,1,4,2
NPIPB9,0,1,7,3,4,2,4,9,1
NPIPP1,28,33,146,128,131,155,91,108,45
NPL,39,131,246,220,292,178,383,186,274
NPLOC4,1857,2309,5889,4978,6275,3893,6566,3328,3810
NPM1,525,695,1985,1618,2242,1781,2794,1480,1431
NPM1P17,0,0,0,0,0,0,0,0,1
NPM1P23,0,0,0,0,0,0,0,0,0
NPM1P25,1,1,4,6,5,4,11,7,5
NPM1P30,2,3,16,1,13,5,21,11,4
NPM1P36,0,0,0,0,0,0,0,1,0
NPM1P38,0,0,2,2,1,3,0,2,1
NPM1P39,0,2,0,1,6,4,1,6,6
NPM1P40,1,0,0,2,3,1,2,7,2
NPM1P48,0,0,0,2,1,0,0,0,0
NPM1P49,2,4,12,6,14,13,10,9,8
NPM1P50,0,1,2,0,3,1,1,3,2
NPM1P52,0,2,5,0,6,4,1,0,4
NPM2,629,786,1636,1248,2631,1930,2263,1104,1320
NPM3,30,49,105,101,147,93,114,88,67
NPNT,83,94,233,149,308,229,576,116,332
NPPA,6,12,31,42,40,24,22,21,15
NPPB,0,3,1,3,2,0,3,6,0
NPPC,15,10,43,32,67,40,59,43,30
NPR1,40,41,272,74,117,63,175,53,102
NPR2,310,421,929,791,1073,785,1223,722,641
NPR3,8,3,8,12,36,14,30,8,24
NPRL2,335,536,971,832,963,770,899,799,623
NPRL3,1065,1425,3290,2815,4277,2490,4112,2252,2725
NPS,0,0,0,0,0,1,0,0,0
NPSR1,15,2,26,16,27,29,24,25,21
NPSR1-AS1,12,13,52,27,56,50,63,27,31
NPTN,4054,4777,11287,10802,13370,10308,13789,6458,5523
NPTX1,13236,20229,30221,27058,37638,30779,48211,16294,21734
NPTX2,1552,2289,2449,3011,3731,2325,3946,1735,1817
NPTXR,15292,23638,44859,36555,52209,36362,62574,21944,33549
NPVF,1,1,4,0,1,2,0,2,0
NPW,13,9,19,14,35,19,34,9,8
NPY,180,141,259,1214,1063,711,1591,386,363
NPY1R,120,144,435,299,452,351,437,447,206
NPY2R,41,32,80,83,112,123,111,73,146
NPY4R,4,10,16,7,16,5,9,8,21
NPY5R,58,46,108,83,185,117,163,71,85
NPY6R,7,9,26,21,16,10,36,37,33
NQO1,73,108,206,272,320,200,384,255,249
NQO2,213,386,833,688,1056,765,951,528,632
NR0B1,1,3,14,7,22,17,45,6,39
NR0B2,1,0,2,1,1,1,1,1,3
NR1D1,416,1186,5071,3256,2915,1782,3535,2127,1549
NR1D2,1048,1259,3121,2963,3622,2710,4122,2006,1799
NR1H2,959,1045,3071,2461,3822,2655,4319,1774,2519
NR1H3,95,127,265,283,419,299,454,256,312
NR1H4,1,0,5,5,2,5,4,1,7
NR1H5P,0,0,2,0,0,2,0,0,2
NR1I2,3,16,13,10,24,21,15,9,18
NR1I3,38,36,128,88,174,83,132,110,107
NR2C1,113,139,414,267,405,287,472,281,318
NR2C2,157,224,507,508,688,531,910,362,469
NR2C2AP,38,70,134,143,204,97,198,136,96
NR2E1,74,241,766,516,858,398,995,291,864
NR2F1,668,900,2850,1728,3705,2833,4607,1500,2180
NR2F1-AS1,475,591,1298,1195,2246,1625,1965,917,1015
NR2F2,185,393,725,329,966,725,1353,655,935
NR2F2-AS1,7,12,8,7,40,21,32,16,25
NR2F6,144,213,884,507,996,815,1181,524,626
NR3C1,1163,1040,2548,2286,3964,2398,4552,2315,2555
NR3C2,346,333,761,767,1325,802,1515,485,879
NR4A1,967,2761,3059,1549,2499,934,3607,4793,2468
NR4A2,206,449,702,575,1049,617,1615,684,434
NR4A3,164,298,575,310,714,314,1167,489,494
NR5A1,0,1,6,4,4,3,3,7,6
NR5A2,0,0,0,1,4,4,3,3,8
NR6A1,72,110,200,132,193,146,223,124,170
NRAD1,3,3,15,18,16,9,34,19,27
NRAP,15,22,72,80,113,66,104,35,67
NRARP,60,98,273,179,348,246,484,222,264
NRAS,289,360,851,845,1138,800,1519,503,678
NRAV,168,243,442,308,577,385,599,403,378
NRBF2,104,140,328,279,416,302,519,248,232
NRBP1,1454,1810,3996,3563,4863,3169,4237,2308,2750
NRBP2,3463,4739,9442,11015,8250,5282,17074,7398,8511
NRCAM,7752,8679,21588,20086,28043,18302,30840,11561,13901
NRDC,1430,1851,3843,3844,5323,3394,5385,2247,2768
NRDE2,222,258,736,605,878,561,938,439,631
NREP,516,527,1140,992,1981,1631,2007,929,728
NREP-AS1,0,0,0,0,0,0,1,0,2
NRF1,152,225,587,463,571,390,626,435,395
NRG1,130,148,402,361,430,404,501,206,175
NRG1-IT1,0,4,1,4,4,9,1,8,11
NRG1-IT3,0,0,0,0,1,0,1,0,2
NRG2,90,135,276,193,355,236,410,264,219
NRG3,566,791,1684,1267,2288,1484,2322,873,1097
NRG3-AS1,2,8,15,12,25,21,23,31,26
NRG4,83,120,321,201,324,150,250,235,155
NRGN,15321,18215,58838,47983,72127,54024,57980,38712,27062
NRIP1,405,328,1309,856,1766,1118,2190,741,914
NRIP2,145,188,429,450,539,385,886,323,393
NRIP3,899,821,2256,2442,3592,3437,3491,1432,1913
NRK,1,0,2,1,3,6,1,2,2
NRL,27,31,82,62,89,81,116,40,84
NRM,42,57,98,89,90,76,113,86,85
NRN1,1219,1467,3618,3160,5544,4354,4933,2251,2189
NRN1L,1,0,0,0,0,0,0,0,3
NRP1,473,468,1461,709,1285,698,1721,989,935
NRP2,442,564,1409,1237,1623,817,1804,973,996
NRROS,53,49,104,129,162,49,255,29,92
NRSN1,1758,1966,3842,4062,6690,5756,6644,2428,2793
NRSN2,3700,4457,11108,9611,13141,9581,12643,5526,7494
NRSN2-AS1,21,52,125,61,177,99,172,117,135
NRTN,2,2,1,9,6,5,14,6,3
NRXN1,3035,3747,13471,10151,17826,10729,18417,7906,8668
NRXN2,8573,13051,29130,19885,30171,18351,35601,15254,19706
NRXN3,2904,3006,7347,7687,11117,6292,12121,4867,4596
NSA2,148,213,878,469,828,719,1014,674,472
NSD1,1102,1406,3270,2820,4427,2533,5260,2012,2693
NSD2,1156,1704,3905,3035,4821,3071,5501,2457,2868
NSD3,1371,1698,4278,3465,5761,3680,6715,3323,3103
NSDHL,133,246,600,534,677,420,621,404,387
NSF,6335,8108,16248,16676,20081,17055,20226,9166,9182
NSFL1C,776,1038,2554,2297,3527,2625,3606,1638,1978
NSG1,847,892,2096,1902,2852,2396,2472,1109,1299
NSG2,3296,4674,8478,10722,16514,10501,16852,5995,7855
NSL1,142,208,483,455,615,445,926,344,507
NSMAF,199,297,747,465,678,476,816,467,456
NSMCE1,143,188,478,426,612,442,643,344,395
NSMCE1-DT,15,13,45,37,29,35,60,55,27
NSMCE2,49,62,157,133,170,140,196,158,141
NSMCE3,118,167,576,319,482,482,741,369,368
NSMCE4A,80,100,280,275,322,223,514,204,255
NSMF,15080,24154,54537,32396,70335,53151,64492,30223,50704
NSRP1,426,567,1945,1114,1706,1303,2089,1510,1436
NSRP1P1,28,37,124,46,117,101,52,60,74
NSUN2,326,519,927,861,1035,597,1562,527,695
NSUN3,55,63,182,171,275,157,351,99,166
NSUN4,264,308,902,789,852,614,971,740,565
NSUN5,207,236,597,582,702,407,873,378,502
NSUN5P1,154,235,428,394,476,309,641,341,232
NSUN5P2,1,6,6,18,19,12,44,11,10
NSUN6,64,82,200,165,220,174,256,190,157
NSUN7,3,9,12,21,22,14,36,13,21
NT5C,45,93,188,212,243,143,332,140,228
NT5C1A,42,44,66,56,160,88,164,35,107
NT5C1B,0,1,1,0,0,1,3,0,0
NT5C1B-RDH14,0,0,0,0,0,0,0,0,0
NT5C2,201,271,738,514,754,430,997,620,606
NT5C3A,105,157,419,357,540,342,608,346,294
NT5C3AP1,2,4,6,3,3,4,6,5,7
NT5C3B,455,707,1246,1360,2002,1597,1950,973,930
NT5DC1,271,227,632,993,977,608,1547,435,660
NT5DC1P1,0,0,0,1,2,2,0,0,3
NT5DC1P2,0,2,3,6,4,5,5,4,0
NT5DC2,245,397,925,767,1003,657,1032,452,710
NT5DC3,1168,1496,3847,3289,4805,3611,4476,2210,2478
NT5DC4,1,0,8,7,6,3,6,3,4
NT5E,53,124,345,273,420,186,750,156,532
NT5M,130,140,438,282,435,367,451,239,296
NTAN1,154,168,438,331,619,489,629,483,342
NTAN1P1,0,2,2,0,4,3,2,3,2
NTAN1P2,3,14,33,19,35,16,27,33,20
NTAN1P3,0,0,0,0,0,0,0,0,2
NTAQ1,87,87,247,223,270,256,328,176,194
NTF3,0,4,5,3,6,3,9,5,6
NTF4,0,0,1,0,1,0,0,2,0
NTHL1,116,154,230,258,410,316,394,152,257
NTM,1583,2468,7076,6020,7546,5078,8202,4155,5228
NTMT1,257,414,894,930,1024,809,1332,933,757
NTN1,164,390,770,333,717,442,1181,210,967
NTN3,40,72,112,50,158,83,177,80,219
NTN4,621,415,854,808,1200,1049,1999,423,1007
NTN5,30,44,163,113,94,63,147,166,103
NTNG1,463,451,1176,898,1524,921,1297,565,742
NTNG2,1249,1931,4160,2824,5015,3699,5850,2309,3383
NTPCR,448,792,1418,1088,1996,1339,2923,830,997
NTRK1,5,10,43,27,19,24,31,27,12
NTRK2,3803,7521,32259,18810,30732,15228,40519,10398,33425
NTRK3,1440,2028,5503,3438,6195,3022,4658,3518,3540
NTRK3-AS1,1,5,8,3,6,1,7,8,11
NTS,1,3,1,0,2,0,3,1,5
NTSR1,95,186,279,329,956,362,596,178,365
NTSR2,129,391,1502,771,1272,698,1468,924,1260
NUAK1,4132,3579,6784,7686,13447,9672,16232,4699,5929
NUAK2,19,25,51,150,36,19,108,102,58
NUB1,324,481,1291,1218,1467,1317,2186,860,1050
NUBP1,51,56,195,128,176,113,158,110,106
NUBP2,426,647,1264,1102,1759,1154,1748,964,1292
NUBPL,148,182,396,429,562,446,697,258,336
NUCB1,2807,3821,8943,8711,9798,6179,10515,6819,5374
NUCB1-AS1,1,0,5,6,9,4,6,84,3
NUCB2,235,326,946,625,1276,901,1500,676,879
NUCKS1,3274,3459,11340,9932,15645,10351,21454,7615,9888
NUCKS1P1,0,0,0,0,1,0,0,0,3
NUDC,947,1346,3167,2452,4752,2942,4111,3193,2083
NUDCD1,139,160,400,368,498,412,599,329,296
NUDCD2,118,178,578,504,582,421,922,462,413
NUDCD3,5342,6805,13394,12812,16821,11665,16837,7350,8599
NUDT1,52,46,90,92,137,83,147,70,127
NUDT10,338,433,813,816,1214,1058,1253,608,519
NUDT11,534,781,1837,1636,2329,1839,2534,1116,1173
NUDT12,155,115,409,368,514,363,718,222,367
NUDT13,43,62,159,90,156,93,200,178,111
NUDT14,371,490,801,950,1242,982,1295,702,554
NUDT15,95,87,274,283,355,322,420,155,178
NUDT16,1825,2418,6356,4672,5917,4924,6265,4649,4053
NUDT16L1,293,472,683,879,1128,761,1294,671,744
NUDT16L2P,6,16,29,41,33,16,43,47,29
NUDT17,52,70,131,126,186,120,199,185,119
NUDT19,48,73,292,196,265,211,369,175,151
NUDT19P4,3,0,1,3,1,1,1,1,1
NUDT19P5,10,4,17,4,32,13,22,10,29
NUDT19P6,0,0,0,0,0,0,0,0,1
NUDT2,85,123,212,348,336,290,437,219,278
NUDT21,1383,1564,3440,3516,4886,3888,6063,2001,2622
NUDT22,105,112,258,259,365,284,375,181,234
NUDT3,940,1077,3545,2619,4203,3013,4604,1995,2970
NUDT4,565,623,1808,1788,2325,1854,2413,1355,893
NUDT4B,20,18,45,43,56,48,65,33,33
NUDT5,192,214,582,488,520,376,891,389,397
NUDT6,20,16,60,36,50,36,77,47,53
NUDT7,6,7,19,13,22,24,38,15,16
NUDT8,7,19,65,58,68,54,60,37,39
NUDT9,229,275,710,673,921,635,1269,761,489
NUF2,4,5,9,6,8,10,13,10,14
NUFIP1,67,82,313,228,338,228,431,200,225
NUFIP2,767,924,2731,2210,2912,1841,4312,2482,1851
NUGGC,1,0,5,0,4,5,5,2,5
NUMA1,2993,4070,7682,7300,8792,5017,12540,5133,6663
NUMB,647,753,2044,1550,2214,1522,2501,1495,1318
NUMBL,1489,2781,6239,4125,6755,3951,7018,3626,3956
NUP107,83,117,351,283,306,190,466,174,248
NUP133,415,473,1030,1219,1434,877,2035,588,958
NUP153,357,418,1133,923,1337,784,1751,777,842
NUP153-AS1,5,8,23,10,26,13,40,12,14
NUP155,221,263,711,598,953,546,1252,471,611
NUP160,147,216,567,371,502,295,751,545,458
NUP188,683,974,2498,1893,2096,1191,2224,1402,1603
NUP205,263,319,910,675,950,558,1206,675,632
NUP210,459,674,1142,1255,1598,728,2537,873,1377
NUP210L,25,26,62,36,42,29,42,235,62
NUP210P1,0,0,0,1,0,0,0,0,0
NUP214,554,692,1866,1504,2095,1111,2668,1131,1452
NUP35,57,56,176,134,208,131,187,143,150
NUP37,10,8,33,29,34,25,50,27,41
NUP42,147,134,477,262,532,371,774,212,317
NUP43,133,149,450,367,498,358,688,354,322
NUP50,340,409,981,913,1319,949,1699,773,676
NUP50-DT,151,175,482,404,425,381,514,333,259
NUP54,139,181,421,387,497,305,602,267,344
NUP58,446,499,1564,1217,1763,1278,2431,1191,993
NUP62,519,802,2023,2027,2092,1464,2134,1201,1313
NUP62CL,2,1,10,2,4,10,13,6,8
NUP85,193,300,652,534,789,473,998,447,473
NUP88,174,309,590,477,673,523,1008,412,504
NUP93,355,416,942,926,1465,787,1398,615,809
NUP98,514,717,2013,1602,1836,1029,2369,1379,1351
NUPR1,28,154,169,225,186,175,318,229,258
NUPR2,4,14,16,8,16,11,20,7,6
NUS1,292,335,893,790,1091,805,1125,601,596
NUSAP1,4,13,30,31,23,23,68,51,23
NUTF2,470,631,1715,1654,2036,1801,2132,1166,1270
NUTF2P4,0,0,0,0,0,1,0,1,0
NUTF2P5,2,1,1,2,1,1,1,10,4
NUTF2P6,3,8,3,3,16,3,12,5,11
NUTM1,2,1,4,1,10,5,1,13,10
NUTM2A,32,27,67,42,58,29,59,52,56
NUTM2A-AS1,93,89,240,187,329,248,546,279,293
NUTM2B,11,23,18,17,40,14,33,23,29
NUTM2B-AS1,9,9,35,26,38,35,73,36,36
NUTM2D,34,32,82,83,77,47,151,36,77
NUTM2E,2,3,4,8,3,11,1,1,2
NUTM2F,1,2,2,7,1,1,0,6,1
NUTM2G,32,46,40,37,41,30,68,77,47
NVL,100,126,265,213,316,225,419,256,254
NWD1,159,667,1127,616,1135,791,1585,422,1780
NWD2,390,513,1042,1001,1420,941,1646,708,626
NXF1,762,1239,2257,1842,2130,1534,2716,2164,1491
NXF3,0,0,5,6,3,4,2,3,4
NXF4,2,0,3,2,2,3,5,2,1
NXF5,1,6,9,4,8,0,7,8,6
NXN,248,382,707,778,1085,535,1207,1072,875
NXNL1,0,1,1,0,6,9,2,1,4
NXNL2,14,10,34,32,49,35,48,45,17
NXPE1,5,4,5,2,4,5,12,8,10
NXPE2,5,5,36,15,26,26,35,48,13
NXPE2P1,0,1,1,0,1,0,3,0,2
NXPE3,792,825,2426,2582,3429,1775,4425,1738,2407
NXPE4,0,0,0,2,2,1,2,9,2
NXPH1,397,292,756,797,1221,900,1565,325,908
NXPH2,64,47,52,98,166,124,235,38,91
NXPH3,688,854,989,1738,3434,1524,3335,1408,1140
NXPH4,181,324,489,904,1164,581,1328,702,315
NXT1,19,31,92,79,93,66,105,119,76
NXT2,30,40,123,102,149,91,235,86,207
NYAP1,3749,4774,10116,5269,9874,7710,11960,4604,6942
NYAP2,82,82,194,111,306,196,330,113,155
NYNRIN,372,529,767,546,1135,650,1339,526,849
NYX,0,0,1,0,0,3,2,0,6
OAF,264,501,864,548,1014,750,1341,551,1252
OARD1,120,111,314,398,533,366,630,272,322
OAS1,31,64,66,98,150,111,259,34,99
OAS2,96,131,97,126,257,154,395,76,188
OAS3,316,478,456,587,1045,790,1350,263,885
OASL,8,10,2,12,16,26,33,4,18
OAT,1440,1761,4186,4163,5092,4144,5636,2806,3039
OAZ1,1653,2303,5955,6196,7905,7573,9605,6297,4225
OAZ2,1667,2291,4746,4856,5854,4988,6138,3237,3967
OAZ3,29,35,64,50,74,64,80,74,38
OBI1,68,96,284,213,296,243,311,157,174
OBI1-AS1,32,51,243,121,248,102,297,92,341
OBP2A,0,0,0,1,2,2,1,0,0
OBP2B,0,0,0,5,2,1,0,3,3
OBSCN,1245,1530,2692,1994,4208,2120,3500,1820,2535
OBSCN-AS1,45,59,154,116,200,87,176,106,108
OBSL1,2157,2300,5973,3900,6676,4067,7249,2629,4384
OC90,0,0,0,0,0,0,0,0,0
OCA2,76,101,181,195,288,179,291,143,120
OCEL1,73,118,231,263,312,288,320,150,169
OCIAD1,1286,1532,4097,4478,5768,4334,6397,2966,2784
OCIAD1-AS1,5,8,18,15,14,15,18,14,8
OCIAD2,54,75,215,162,298,275,311,170,125
OCLN,44,41,58,43,115,80,179,61,112
OCM,3,3,4,9,13,10,8,8,6
OCM2,0,0,0,1,2,1,0,1,3
OCRL,1067,1349,2968,2630,4116,3052,4086,1692,1930
OCSTAMP,1,0,1,0,0,1,0,0,2
ODAM,0,0,0,0,0,1,0,1,3
ODAPH,3,7,4,8,3,4,10,6,7
ODC1,287,487,1154,815,1144,837,1308,958,681
ODF1,1,1,2,1,0,3,1,2,6
ODF2,198,270,633,455,679,366,745,456,428
ODF2L,223,317,1198,559,1076,817,1274,704,579
ODF3,11,6,29,9,12,13,19,11,24
ODF3B,20,41,69,250,99,48,126,119,89
ODF3L1,2,6,17,3,19,8,19,8,9
ODF3L2,13,25,38,41,37,29,15,35,24
ODF4,1,0,2,1,0,4,0,1,2
ODR4,151,201,751,583,749,468,1156,617,746
OFD1,135,182,587,402,677,421,786,654,487
OFD1P10Y,0,0,0,0,0,0,0,0,0
OFD1P11Y,0,0,0,0,0,0,0,0,0
OFD1P13Y,0,0,0,0,0,0,0,0,0
OFD1P1Y,0,0,0,0,0,0,0,0,0
OFD1P2Y,0,0,0,0,0,0,0,0,0
OFD1P4Y,0,0,0,0,0,0,0,0,0
OFD1P5Y,0,0,0,0,0,0,0,0,0
OFD1P7Y,0,0,0,0,0,0,0,0,0
OFD1P8Y,0,0,0,0,0,0,0,0,0
OFD1P9Y,0,0,0,0,0,0,0,0,0
OGA,2922,4008,9367,8610,13068,8592,12792,5818,6602
OGDH,3794,5371,11588,10755,13354,8998,14341,5701,9520
OGDHL,2327,2881,6128,4706,7004,5833,6292,2992,3626
OGFOD1,278,334,883,846,1098,801,1256,652,700
OGFOD2,21,22,31,50,34,36,67,36,41
OGFOD3,252,366,815,730,1119,584,1122,397,630
OGFR,1666,2101,4207,3456,4163,3240,4294,3481,2770
OGFR-AS1,21,8,40,36,41,44,57,31,24
OGFRL1,829,1159,4268,2819,5015,3174,5633,2028,3002
OGG1,240,437,690,646,905,684,1190,639,724
OGN,19,43,19,30,61,38,170,43,52
OGT,1788,2061,4609,4451,5530,3611,7661,3486,3228
OIP5,0,4,14,7,7,9,17,9,10
OIP5-AS1,6902,6774,20946,12619,24533,17028,22165,12279,12196
OIT3,0,0,5,0,2,5,2,15,4
OLA1,740,823,2195,2108,3012,2808,3656,1557,1326
OLA1P2,0,1,2,0,3,4,1,0,3
OLAH,0,3,11,3,9,12,11,4,14
OLFM1,10866,14055,31096,23229,38429,26701,37523,17581,17613
OLFM2,1439,2340,7455,4626,7956,4225,8432,3417,7412
OLFM3,620,683,1335,1371,2281,1422,2270,864,772
OLFM4,15,14,34,29,65,36,51,33,25
OLFML1,39,37,29,33,87,63,121,23,80
OLFML2A,99,323,60,73,359,274,670,61,374
OLFML2B,117,203,222,376,508,253,703,352,183
OLFML3,33,77,72,179,209,98,510,40,154
OLIG1,599,670,1712,2481,3539,1885,7832,1424,3742
OLIG2,326,375,772,2352,1430,881,3701,788,2067
OLIG3,0,0,0,0,0,2,0,0,2
OLMALINC,178,264,383,660,529,319,1090,562,639
OLR1,17,31,47,291,81,100,405,91,114
OMA1,34,45,98,99,104,60,206,81,75
OMD,31,31,39,20,102,132,89,26,81
OMG,917,1081,2512,3173,3275,2254,4498,1741,2473
OMP,1,3,3,1,1,2,2,4,1
ONECUT1,1,6,2,5,12,2,14,2,13
ONECUT2,37,24,89,44,148,34,70,62,36
ONECUT3,0,0,1,0,0,1,1,2,4
OOEP,0,0,0,1,0,1,0,5,0
OOSP1P1,0,0,0,1,0,1,0,0,0
OOSP2,0,0,0,1,1,2,0,3,1
OOSP4B,0,0,0,0,0,0,0,2,0
OPA1,1811,2171,5465,4463,6413,4952,7361,2596,3367
OPA1-AS1,2,2,3,2,3,2,4,8,6
OPA3,568,642,2157,1438,2147,1725,2411,1101,1449
OPALIN,1205,1198,2108,4302,2802,1184,9305,1855,4061
OPCML,3393,4572,8493,8060,11488,8939,13172,4091,5177
OPHN1,326,556,1497,916,1491,840,1977,891,1502
OPLAH,259,597,1201,1379,943,472,1471,586,1325
OPN1LW,0,0,0,0,0,1,0,0,2
OPN1MW2,0,0,0,0,0,0,0,0,1
OPN1SW,15,21,66,65,96,45,74,46,38
OPN3,150,121,508,416,462,330,415,370,163
OPN4,99,184,308,185,242,196,229,128,186
OPN5,4,1,16,9,10,10,9,6,2
OPRD1,64,53,143,86,359,118,372,176,231
OPRK1,212,222,651,380,1033,759,1166,421,389
OPRL1,477,818,1805,1712,2123,1099,1922,894,764
OPRM1,42,31,79,49,110,94,127,75,69
OPRPN,0,0,0,0,0,0,0,1,5
OPTC,0,0,2,1,8,6,3,2,7
OPTN,1810,2432,5350,4530,7692,6105,8410,3509,3855
OR10A2,6,15,14,4,5,4,10,9,8
OR10A3,1,0,1,0,0,1,0,0,0
OR10A4,1,2,4,2,10,5,4,2,4
OR10A5,2,4,9,4,4,5,7,8,1
OR10A7,0,0,0,0,0,1,0,0,0
OR10AA1P,0,0,0,0,0,3,0,0,2
OR10AC1,5,5,6,8,4,11,7,5,3
OR10AD1,8,5,18,11,25,10,34,12,19
OR10AE3P,0,0,1,0,0,0,0,0,1
OR10AF1P,0,0,0,0,0,1,0,0,1
OR10AG1,0,0,1,0,0,0,0,0,2
OR10AK1P,0,0,0,0,0,1,0,0,0
OR10B1P,0,0,0,0,0,1,0,0,1
OR10C1,0,0,0,0,0,0,0,0,1
OR10D1P,0,0,0,0,3,1,0,4,0
OR10D3,0,0,0,0,0,1,0,0,5
OR10D5P,0,0,0,0,0,2,0,0,1
