symbol,SL31505,SL31508,SL32268,SL6670,SL7380
RNA5SP519,0,0,0,2,0
RNA5SP52,0,0,0,0,0
RNA5SP520,0,0,0,0,0
RNA5SP521,0,0,0,0,0
RNA5SP524,0,0,0,0,0
RNA5SP525,0,0,0,0,0
RNA5SP53,0,0,2,0,1
RNA5SP54,0,0,0,0,0
RNA5SP55,0,0,0,1,0
RNA5SP56,0,0,0,0,0
RNA5SP57,0,0,0,0,0
RNA5SP59,0,0,0,0,0
RNA5SP60,1,0,0,2,2
RNA5SP61,0,0,0,0,0
RNA5SP62,0,0,0,0,0
RNA5SP63,0,0,0,0,0
RNA5SP64,0,1,0,0,0
RNA5SP65,0,0,0,0,0
RNA5SP66,0,1,0,0,0
RNA5SP67,0,0,0,2,1
RNA5SP68,0,0,0,1,0
RNA5SP69,1,1,0,0,0
RNA5SP70,0,0,0,0,0
RNA5SP72,0,0,0,0,0
RNA5SP73,0,0,0,0,0
RNA5SP74,4,6,3,4,0
RNA5SP75,0,0,0,0,0
RNA5SP76,0,0,0,0,0
RNA5SP77,0,0,1,1,0
RNA5SP78,1,2,2,5,7
RNA5SP79,0,0,0,2,1
RNA5SP80,0,0,1,0,0
RNA5SP82,1,1,3,5,4
RNA5SP84,1,2,0,2,1
RNA5SP86,0,0,1,0,0
RNA5SP87,0,0,0,0,0
RNA5SP88,0,0,0,2,0
RNA5SP89,0,0,0,0,0
RNA5SP90,0,0,1,1,0
RNA5SP91,0,0,0,0,0
RNA5SP92,0,0,1,4,0
RNA5SP93,0,0,0,2,3
RNA5SP94,0,0,0,1,0
RNA5SP95,0,0,0,1,0
RNA5SP96,0,0,0,0,0
RNA5SP97,0,0,0,0,0
RNA5SP98,0,0,0,1,0
RNASE1,2705,772,3562,3498,3861
RNASE10,0,0,5,0,2
RNASE11,0,0,0,0,0
RNASE12,0,0,0,0,0
RNASE13,0,1,3,1,2
RNASE2,3,0,3,6,5
RNASE3,0,0,0,0,2
RNASE4,0,0,0,0,0
RNASE6,20,12,40,35,51
RNASE7,1,0,0,1,0
RNASE8,1,0,1,0,0
RNASE9,0,0,0,0,0
RNASEH1,437,526,585,849,1332
RNASEH1-AS1,194,108,218,128,90
RNASEH1P1,1,1,1,3,0
RNASEH1P2,4,1,3,5,1
RNASEH2A,121,107,220,214,247
RNASEH2B,268,268,296,429,584
RNASEH2C,426,272,674,477,598
RNASEK,33,16,51,51,38
RNASEK-C17orf49,0,0,0,0,0
RNASEL,271,263,238,619,895
RNASET2,468,367,801,702,870
RND1,534,514,895,1120,1393
RND2,6331,4505,2928,5361,6972
RND3,149,276,185,319,1012
RNF10,5909,5532,5686,9665,12325
RNF103,770,689,942,1236,2024
RNF103-CHMP3,0,0,0,0,0
RNF11,5538,5265,6015,8930,14760
RNF111,1015,1276,802,1758,3534
RNF112,1973,2807,2550,5846,4640
RNF113A,180,144,211,255,326
RNF113B,1,2,5,0,3
RNF114,1194,976,1577,1527,2610
RNF121,500,515,467,1016,1396
RNF122,45,37,45,68,140
RNF123,1857,2587,2083,4186,3895
RNF125,264,75,224,310,409
RNF126,1311,1185,2666,1722,1553
RNF126P1,2,0,2,1,1
RNF128,263,289,218,360,829
RNF13,1733,840,1499,2635,3781
RNF130,4794,3512,4974,5091,9753
RNF133,1,0,0,0,0
RNF135,170,141,229,265,342
RNF138,233,216,370,419,780
RNF138P2,0,0,0,0,0
RNF139,558,527,586,956,1783
RNF139-AS1,128,123,116,177,193
RNF14,1563,1376,1421,2287,3721
RNF141,3537,2543,3631,4666,8067
RNF144A,2385,2728,2239,3762,6899
RNF144B,251,129,193,416,381
RNF145,1729,1884,1585,3939,5854
RNF146,1333,1173,1727,2373,3288
RNF148,0,0,0,0,0
RNF149,447,335,481,768,962
RNF14P2,0,0,0,0,0
RNF14P3,8,8,17,28,17
RNF14P4,7,3,8,9,7
RNF150,2397,5295,2015,6287,13455
RNF151,2,4,4,12,6
RNF152,490,317,302,312,1087
RNF157,6523,5306,5287,9857,10462
RNF157-AS1,81,64,113,134,169
RNF165,1019,1687,1309,2563,3168
RNF166,620,734,1000,1367,1067
RNF167,2256,1955,2892,2886,3847
RNF168,427,431,517,966,1458
RNF169,255,328,240,406,851
RNF17,10,1,0,1,6
RNF170,860,725,924,1809,2756
RNF175,370,365,474,934,925
RNF180,377,525,450,694,1534
RNF181,284,236,549,576,612
RNF182,64,64,327,95,186
RNF183,5,8,6,3,4
RNF185,1141,1025,1098,1396,2841
RNF186,0,0,0,1,0
RNF187,9959,9643,15994,16023,16602
RNF19A,926,801,1227,1329,2694
RNF19B,630,650,632,872,1655
RNF2,179,195,210,263,657
RNF20,1956,1529,1927,3630,5105
RNF207,257,370,386,570,441
RNF207-AS1,7,5,8,4,7
RNF208,2118,1643,3187,2362,2413
RNF212,210,152,190,387,483
RNF212B,13,4,5,25,18
RNF213,3142,3719,4031,5919,6439
RNF213-AS1,162,230,204,322,310
RNF214,595,458,609,974,1257
RNF215,563,450,968,1079,1117
RNF216,2825,2697,2800,5050,5523
RNF216-IT1,11,5,6,33,12
RNF216P1,306,250,335,499,767
RNF217,314,348,358,631,1144
RNF217-AS1,14,29,20,28,50
RNF220,5068,3493,5079,7873,7147
RNF222,3,7,15,11,8
RNF223,0,10,1,8,5
RNF224,21,119,114,125,112
RNF225,0,2,2,1,0
RNF227,140,172,179,258,453
RNF24,1907,1912,2003,3565,4783
RNF25,642,611,828,1130,1388
RNF26,780,621,807,1056,1327
RNF31,714,1084,860,1536,1423
RNF32,52,40,81,85,76
RNF32-AS1,3,1,3,1,0
RNF34,834,806,867,1525,2160
RNF38,1158,1651,1319,2005,4631
RNF39,81,215,129,142,239
RNF4,1758,1594,1537,2342,3561
RNF40,2786,2425,3687,4720,5616
RNF41,2030,2214,1864,3417,5262
RNF43,18,93,167,191,149
RNF44,2347,2611,3737,4910,4673
RNF5,1133,994,1575,1996,2085
RNF6,998,1595,1086,2725,4013
RNF7,641,674,756,1411,1623
RNF8,616,556,497,1032,1358
RNFT1,64,43,97,191,174
RNFT1-DT,1,0,1,3,1
RNFT2,1593,1628,1615,3143,3629
RNGTT,388,410,372,639,1229
RNGTTP1,7,5,4,5,2
RNH1,4215,3391,7348,6360,7015
RNLS,84,95,80,118,250
RNMT,1775,1702,1593,3010,4927
RNMTL1P1,0,0,0,0,0
RNMTL1P2,0,0,0,0,1
RNPC3,674,633,797,3134,2324
RNPC3P1,1,1,0,6,3
RNPEP,552,518,632,791,991
RNPEPL1,1750,1232,2983,3550,2583
RNPS1,1998,1365,2316,2293,2781
RNU1-1,0,1,5,1,4
RNU1-100P,0,2,1,3,1
RNU1-101P,0,0,0,0,0
RNU1-103P,8,4,13,9,6
RNU1-104P,0,0,0,0,0
RNU1-105P,0,0,0,1,0
RNU1-107P,0,0,0,0,0
RNU1-108P,0,0,0,0,0
RNU1-109P,1,1,0,0,0
RNU1-112P,0,0,0,1,0
RNU1-114P,0,0,0,0,0
RNU1-115P,0,0,0,0,0
RNU1-119P,0,0,0,0,0
RNU1-123P,0,0,0,0,0
RNU1-124P,2,3,1,7,4
RNU1-125P,0,0,0,0,0
RNU1-128P,0,0,0,0,0
RNU1-129P,0,0,0,0,0
RNU1-130P,0,0,0,0,0
RNU1-131P,0,0,0,0,0
RNU1-132P,0,1,0,2,0
RNU1-133P,0,0,0,0,0
RNU1-134P,2,4,4,7,4
RNU1-136P,0,0,0,0,0
RNU1-138P,0,0,0,0,0
RNU1-139P,0,0,0,0,0
RNU1-140P,0,0,0,0,0
RNU1-141P,0,0,0,0,0
RNU1-142P,0,0,0,0,0
RNU1-143P,10,7,9,11,11
RNU1-146P,1,1,3,2,1
RNU1-148P,0,0,0,0,0
RNU1-149P,0,0,0,0,0
RNU1-14P,0,0,0,0,0
RNU1-150P,0,0,0,0,0
RNU1-151P,0,0,0,0,0
RNU1-155P,0,1,1,0,1
RNU1-15P,0,0,0,0,0
RNU1-16P,14,10,18,35,12
RNU1-17P,0,1,0,0,0
RNU1-18P,0,0,0,0,0
RNU1-19P,0,2,0,1,1
RNU1-2,0,3,0,5,0
RNU1-20P,0,0,0,0,0
RNU1-21P,0,0,0,0,0
RNU1-22P,0,0,0,0,0
RNU1-23P,0,0,0,0,0
RNU1-24P,2,0,0,0,1
RNU1-27P,0,0,0,0,0
RNU1-28P,0,0,0,0,0
RNU1-29P,0,0,0,0,0
RNU1-3,0,0,0,0,1
RNU1-30P,0,0,0,4,4
RNU1-31P,3,4,4,33,4
RNU1-32P,0,0,0,0,0
RNU1-33P,0,0,2,0,0
RNU1-34P,0,0,0,0,0
RNU1-35P,0,0,0,0,0
RNU1-36P,0,1,3,0,1
RNU1-38P,0,0,0,0,1
RNU1-39P,0,0,0,0,0
RNU1-4,0,0,0,0,0
RNU1-40P,0,0,0,0,0
RNU1-42P,0,0,0,0,0
RNU1-43P,0,2,0,0,0
RNU1-44P,0,0,0,2,1
RNU1-45P,0,0,0,0,0
RNU1-46P,0,0,0,0,1
RNU1-47P,4,5,6,17,9
RNU1-48P,0,0,0,0,0
RNU1-49P,0,0,0,0,0
RNU1-51P,0,0,0,0,0
RNU1-52P,0,0,0,0,0
RNU1-54P,0,0,0,2,0
RNU1-55P,0,0,0,1,0
RNU1-56P,0,0,1,0,0
RNU1-57P,0,0,0,0,0
RNU1-58P,0,0,0,0,0
RNU1-61P,0,0,0,0,0
RNU1-62P,0,0,0,0,0
RNU1-63P,0,0,1,2,3
RNU1-64P,0,0,0,0,1
RNU1-65P,0,0,0,0,1
RNU1-67P,4,0,4,4,1
RNU1-70P,2,0,3,1,8
RNU1-72P,6,14,7,20,11
RNU1-73P,3,1,0,1,1
RNU1-74P,0,0,0,0,0
RNU1-75P,0,1,0,0,1
RNU1-76P,0,0,0,0,0
RNU1-77P,0,0,0,0,1
RNU1-78P,0,0,0,0,0
RNU1-7P,0,0,0,0,0
RNU1-80P,0,0,0,0,0
RNU1-82P,0,0,0,0,0
RNU1-83P,1,0,2,0,0
RNU1-84P,0,0,0,0,0
RNU1-86P,0,0,0,0,0
RNU1-88P,0,0,0,0,0
RNU1-89P,0,0,0,1,0
RNU1-8P,1,0,5,2,1
RNU1-91P,6,2,3,12,10
RNU1-93P,0,0,0,0,1
RNU1-94P,6,10,10,3,5
RNU1-95P,0,0,0,0,0
RNU1-96P,0,0,0,0,0
RNU1-97P,0,0,0,0,0
RNU1-98P,0,0,0,0,0
RNU105B,4,3,1,9,3
RNU105C,0,0,0,0,0
RNU11-2P,0,1,0,0,0
RNU11-3P,0,0,2,0,1
RNU11-4P,0,0,0,0,0
RNU11-5P,0,0,0,0,0
RNU11-6P,1,0,0,2,1
RNU12-2P,3,2,4,6,2
RNU2-10P,0,1,2,4,0
RNU2-11P,6,9,8,7,14
RNU2-12P,0,0,1,0,0
RNU2-13P,0,3,1,0,1
RNU2-14P,0,0,0,0,3
RNU2-15P,0,0,0,0,2
RNU2-16P,0,0,0,0,0
RNU2-17P,1,1,0,0,1
RNU2-18P,0,0,1,0,0
RNU2-19P,0,0,0,0,0
RNU2-20P,0,0,2,0,0
RNU2-21P,0,1,0,0,0
RNU2-22P,11,6,5,19,13
RNU2-23P,0,0,1,1,1
RNU2-24P,0,0,0,0,0
RNU2-25P,0,0,0,1,1
RNU2-26P,0,0,1,3,1
RNU2-27P,4,4,2,7,13
RNU2-28P,1,1,0,0,4
RNU2-29P,0,0,0,0,0
RNU2-30P,0,1,0,0,1
RNU2-31P,3,0,2,0,0
RNU2-32P,0,0,0,0,0
RNU2-33P,3,2,5,21,9
RNU2-34P,1,1,0,5,4
RNU2-35P,0,0,0,0,1
RNU2-36P,0,0,0,0,0
RNU2-37P,1,1,1,1,1
RNU2-39P,1,0,1,0,0
RNU2-3P,0,0,0,0,0
RNU2-40P,0,0,0,0,0
RNU2-41P,0,1,2,0,2
RNU2-42P,0,1,0,2,2
RNU2-43P,0,1,0,2,1
RNU2-44P,0,0,0,0,0
RNU2-45P,1,0,0,0,0
RNU2-46P,1,3,1,16,10
RNU2-47P,0,0,0,0,0
RNU2-48P,0,0,0,1,0
RNU2-49P,0,0,0,0,0
RNU2-50P,0,0,0,1,0
RNU2-51P,3,2,0,3,1
RNU2-52P,0,0,0,0,0
RNU2-53P,0,0,0,0,0
RNU2-54P,0,0,0,0,0
RNU2-55P,0,0,0,0,0
RNU2-56P,0,0,0,0,0
RNU2-57P,0,0,0,0,0
RNU2-58P,3,4,6,5,3
RNU2-59P,0,1,4,3,3
RNU2-5P,7,5,4,7,7
RNU2-60P,0,0,0,0,0
RNU2-61P,0,0,0,0,0
RNU2-62P,0,1,0,0,1
RNU2-63P,0,0,0,0,0
RNU2-64P,1,3,9,2,10
RNU2-65P,1,2,3,3,1
RNU2-66P,0,0,0,0,0
RNU2-68P,7,4,7,12,7
RNU2-69P,1,2,0,1,9
RNU2-6P,1,1,6,5,10
RNU2-70P,1,0,1,8,4
RNU2-71P,0,0,0,1,0
RNU2-72P,0,1,0,0,0
RNU2-7P,11,17,8,25,27
RNU2-8P,0,0,0,0,0
RNU2-9P,0,0,0,0,0
RNU4-1,1,0,0,0,0
RNU4-10P,0,0,0,0,0
RNU4-11P,0,0,0,0,0
RNU4-12P,0,0,0,0,0
RNU4-13P,0,0,0,0,0
RNU4-14P,2,4,8,4,5
RNU4-15P,0,0,0,0,0
RNU4-16P,4,3,3,11,5
RNU4-17P,0,0,0,0,0
RNU4-18P,0,0,0,0,0
RNU4-2,2,0,1,0,0
RNU4-20P,0,0,0,0,0
RNU4-21P,0,0,1,0,2
RNU4-22P,3,4,3,6,2
RNU4-23P,8,0,2,6,8
RNU4-24P,1,0,1,1,0
RNU4-25P,0,0,0,0,0
RNU4-26P,0,0,0,0,0
RNU4-27P,0,0,0,0,0
RNU4-28P,0,0,0,0,1
RNU4-29P,0,1,3,2,1
RNU4-30P,0,1,1,1,3
RNU4-31P,1,0,0,0,1
RNU4-32P,1,1,8,2,4
RNU4-33P,0,1,0,0,0
RNU4-34P,3,3,4,0,2
RNU4-35P,0,1,0,0,1
RNU4-36P,4,1,1,4,3
RNU4-37P,0,0,0,0,0
RNU4-38P,0,0,0,0,0
RNU4-39P,4,1,5,12,10
RNU4-40P,1,0,1,0,2
RNU4-41P,0,0,0,0,0
RNU4-42P,0,0,0,0,1
RNU4-43P,0,0,0,0,0
RNU4-44P,0,0,0,0,0
RNU4-45P,0,0,0,0,0
RNU4-46P,0,0,0,0,0
RNU4-47P,4,4,8,3,4
RNU4-48P,2,0,1,1,3
RNU4-49P,1,2,1,1,2
RNU4-50P,0,0,2,0,1
RNU4-51P,3,1,0,3,1
RNU4-52P,0,1,3,1,1
RNU4-53P,1,1,0,1,1
RNU4-54P,0,0,0,0,0
RNU4-55P,1,1,0,0,0
RNU4-56P,0,0,0,1,0
RNU4-57P,0,0,0,0,0
RNU4-58P,2,0,0,2,2
RNU4-59P,0,0,0,0,1
RNU4-60P,2,1,0,0,1
RNU4-61P,0,0,3,0,0
RNU4-62P,2,2,5,7,4
RNU4-63P,0,0,0,0,0
RNU4-64P,0,0,0,1,0
RNU4-65P,5,1,3,4,5
RNU4-66P,0,0,0,0,0
RNU4-67P,0,0,0,0,0
RNU4-68P,2,1,4,5,6
RNU4-69P,0,1,0,0,0
RNU4-70P,0,1,0,0,0
RNU4-71P,0,0,0,0,0
RNU4-72P,0,0,0,1,0
RNU4-73P,1,0,0,1,0
RNU4-74P,0,0,0,0,0
RNU4-75P,0,0,1,0,2
RNU4-76P,0,0,0,0,0
RNU4-77P,0,0,0,0,0
RNU4-78P,5,2,3,5,9
RNU4-79P,0,0,0,0,0
RNU4-80P,6,2,2,3,1
RNU4-81P,1,0,0,2,0
RNU4-82P,3,2,3,3,5
RNU4-83P,1,0,0,0,0
RNU4-84P,0,0,0,0,0
RNU4-85P,0,0,0,1,2
RNU4-86P,0,0,0,2,0
RNU4-87P,2,0,1,1,2
RNU4-88P,0,0,0,1,1
RNU4-89P,1,0,3,1,2
RNU4-90P,0,0,0,2,0
RNU4-91P,0,0,0,0,0
RNU4-92P,3,1,5,10,16
RNU4-9P,0,0,0,1,0
RNU4ATAC,2,0,0,2,2
RNU4ATAC10P,1,0,0,0,0
RNU4ATAC11P,1,3,1,4,0
RNU4ATAC12P,0,0,0,0,0
RNU4ATAC13P,0,0,0,0,0
RNU4ATAC14P,0,0,0,0,0
RNU4ATAC15P,0,0,0,0,0
RNU4ATAC16P,0,0,0,0,3
RNU4ATAC17P,1,0,0,1,0
RNU4ATAC18P,13,6,17,18,11
RNU4ATAC2P,0,0,0,0,0
RNU4ATAC3P,1,2,0,1,0
RNU4ATAC4P,0,0,0,0,0
RNU4ATAC5P,0,0,0,0,0
RNU4ATAC6P,0,0,0,0,0
RNU4ATAC7P,0,0,0,0,0
RNU4ATAC8P,0,0,0,0,0
RNU4ATAC9P,0,0,0,0,0
RNU5A-1,0,0,2,1,0
RNU5A-2P,0,0,0,0,0
RNU5A-3P,1,0,0,1,1
RNU5A-4P,0,0,0,0,0
RNU5A-5P,0,1,1,0,1
RNU5A-6P,0,0,1,0,0
RNU5A-7P,0,2,2,1,0
RNU5A-8P,0,0,0,0,0
RNU5B-1,0,0,0,0,0
RNU5B-4P,0,0,0,0,1
RNU5D-1,0,0,1,2,1
RNU5D-2P,0,1,0,0,0
RNU5E-1,0,0,1,1,0
RNU5E-10P,3,0,2,2,6
RNU5E-3P,0,0,0,1,1
RNU5E-4P,0,0,0,1,1
RNU5E-6P,0,0,0,0,0
RNU5E-7P,0,0,0,0,0
RNU5E-8P,6,2,2,10,5
RNU5E-9P,1,0,0,0,0
RNU5F-1,7,9,4,6,4
RNU5F-2P,0,0,0,0,0
RNU5F-3P,0,2,0,1,1
RNU5F-4P,0,1,0,0,0
RNU5F-6P,0,0,0,1,0
RNU5F-7P,0,0,0,0,0
RNU5F-8P,0,0,0,0,0
RNU6-1,0,0,1,0,0
RNU6-1000P,0,0,0,0,0
RNU6-1001P,0,0,0,0,0
RNU6-1003P,1,1,3,9,5
RNU6-1004P,2,0,6,4,0
RNU6-1005P,3,4,1,10,4
RNU6-1006P,0,0,0,0,0
RNU6-1007P,0,0,0,0,0
RNU6-1008P,1,0,0,0,0
RNU6-1009P,0,0,0,0,0
RNU6-100P,0,1,1,1,1
RNU6-1010P,7,5,11,26,14
RNU6-1011P,3,1,0,3,7
RNU6-1012P,0,0,0,1,0
RNU6-1013P,0,3,0,0,0
RNU6-1014P,4,2,14,6,3
RNU6-1015P,0,0,0,0,0
RNU6-1016P,11,7,25,39,28
RNU6-1017P,0,0,0,1,1
RNU6-1018P,0,0,0,0,1
RNU6-1019P,3,0,3,12,7
RNU6-101P,4,0,1,5,4
RNU6-1020P,0,0,0,0,2
RNU6-1021P,0,0,0,0,0
RNU6-1022P,0,0,0,0,0
RNU6-1023P,0,0,0,0,1
RNU6-1024P,2,2,0,11,6
RNU6-1025P,1,0,2,2,3
RNU6-1026P,0,0,0,0,0
RNU6-1027P,0,0,1,1,0
RNU6-1028P,4,10,9,9,16
RNU6-1029P,0,0,0,0,1
RNU6-102P,0,0,0,0,0
RNU6-1031P,0,0,0,0,0
RNU6-1032P,0,0,0,0,1
RNU6-1034P,0,0,0,1,1
RNU6-1035P,0,0,0,0,0
RNU6-1036P,0,0,0,0,0
RNU6-1037P,0,0,0,0,0
RNU6-1038P,0,0,0,0,0
RNU6-1039P,2,0,0,0,0
RNU6-103P,11,13,2,19,24
RNU6-1040P,0,1,0,0,0
RNU6-1041P,0,0,0,0,0
RNU6-1042P,0,0,0,0,1
RNU6-1043P,0,0,0,6,1
RNU6-1044P,0,0,0,0,0
RNU6-1045P,0,0,1,1,0
RNU6-1046P,0,0,1,2,1
RNU6-1047P,0,1,0,0,0
RNU6-1048P,0,1,0,0,1
RNU6-1049P,0,0,0,0,0
RNU6-104P,0,0,0,0,0
RNU6-1050P,0,2,0,0,0
RNU6-1051P,0,0,0,1,1
RNU6-1052P,0,1,0,0,0
RNU6-1053P,3,1,4,14,10
RNU6-1054P,1,0,0,0,2
RNU6-1055P,1,0,0,1,0
RNU6-1056P,1,1,1,2,3
RNU6-1057P,2,1,5,1,0
RNU6-1059P,0,0,0,0,0
RNU6-105P,0,0,0,0,0
RNU6-1060P,0,0,0,0,0
RNU6-1061P,0,0,0,7,4
RNU6-1062P,3,2,2,0,0
RNU6-1064P,0,0,0,0,0
RNU6-1065P,0,1,0,0,0
RNU6-1066P,2,2,0,3,1
RNU6-1067P,0,0,0,0,0
RNU6-1068P,1,0,0,0,3
RNU6-1069P,0,0,0,0,0
RNU6-106P,1,1,3,2,1
RNU6-1071P,0,0,0,0,0
RNU6-1072P,0,0,0,0,0
RNU6-1073P,0,0,0,0,0
RNU6-1074P,0,0,0,0,0
RNU6-1075P,0,0,0,0,0
RNU6-1076P,0,0,0,0,0
RNU6-1078P,0,0,0,0,0
RNU6-1079P,1,0,0,0,1
RNU6-107P,2,1,2,0,1
RNU6-1080P,0,0,0,0,0
RNU6-1081P,0,2,0,2,0
RNU6-1082P,1,1,0,1,0
RNU6-1083P,0,0,0,0,0
RNU6-1084P,0,2,0,0,0
RNU6-1085P,5,3,3,3,3
RNU6-1086P,2,1,4,11,2
RNU6-1087P,0,0,0,0,0
RNU6-1088P,0,0,0,0,0
RNU6-1089P,1,0,2,2,2
RNU6-108P,2,0,2,1,2
RNU6-1090P,0,0,0,0,0
RNU6-1091P,0,1,1,2,2
RNU6-1092P,2,0,0,2,1
RNU6-1093P,0,1,0,0,0
RNU6-1094P,0,0,0,0,0
RNU6-1095P,1,0,1,3,3
RNU6-1096P,1,1,2,2,0
RNU6-1097P,0,0,0,0,0
RNU6-1098P,0,0,0,1,1
RNU6-1099P,0,8,7,6,8
RNU6-109P,0,0,0,0,0
RNU6-10P,2,3,1,6,2
RNU6-1100P,0,0,0,0,0
RNU6-1101P,0,0,0,0,0
RNU6-1102P,0,0,0,3,0
RNU6-1103P,0,0,0,0,0
RNU6-1104P,1,0,1,0,0
RNU6-1105P,1,0,0,0,2
RNU6-1106P,0,0,0,0,0
RNU6-1107P,0,0,0,2,0
RNU6-1108P,0,0,0,0,0
RNU6-1109P,0,1,0,0,2
RNU6-110P,0,0,0,0,0
RNU6-1110P,3,2,3,9,5
RNU6-1111P,2,0,5,7,7
RNU6-1112P,0,0,0,0,1
RNU6-1113P,0,0,0,0,0
RNU6-1114P,0,0,0,0,0
RNU6-1115P,2,0,0,0,0
RNU6-1116P,0,0,0,0,0
RNU6-1117P,0,0,0,0,0
RNU6-1118P,0,0,0,0,0
RNU6-1119P,0,0,1,0,0
RNU6-111P,0,0,0,0,0
RNU6-1120P,0,0,0,0,0
RNU6-1121P,1,1,1,1,1
RNU6-1122P,0,0,0,0,0
RNU6-1123P,8,13,8,21,27
RNU6-1124P,0,0,0,0,0
RNU6-1125P,0,1,1,1,0
RNU6-1126P,0,0,0,0,0
RNU6-1127P,0,0,0,1,1
RNU6-1128P,0,0,0,0,0
RNU6-1129P,0,0,0,0,0
RNU6-112P,0,0,0,0,0
RNU6-1130P,0,0,0,0,0
RNU6-1131P,0,0,0,0,0
RNU6-1132P,0,0,0,0,0
RNU6-1134P,0,1,0,0,0
RNU6-1135P,0,0,0,0,0
RNU6-1136P,3,2,4,7,9
RNU6-1137P,0,1,0,0,0
RNU6-1138P,1,1,1,4,3
RNU6-113P,0,0,0,0,0
RNU6-1141P,0,1,0,2,0
RNU6-1143P,1,0,2,5,5
RNU6-1144P,0,0,0,0,0
RNU6-1145P,0,0,0,0,0
RNU6-1146P,0,0,0,0,0
RNU6-1147P,0,0,1,0,0
RNU6-1148P,3,6,4,8,4
RNU6-1149P,0,0,0,0,0
RNU6-114P,0,0,0,0,0
RNU6-1150P,0,1,0,0,0
RNU6-1151P,0,0,0,0,0
RNU6-1152P,1,1,0,1,0
RNU6-1154P,0,1,0,0,0
RNU6-1155P,0,0,0,1,0
RNU6-1156P,0,0,1,2,0
RNU6-1157P,2,3,2,3,4
RNU6-1158P,0,2,1,1,0
RNU6-1159P,0,0,0,0,2
RNU6-115P,0,0,0,0,0
RNU6-1160P,1,2,6,3,1
RNU6-1161P,0,0,0,0,0
RNU6-1162P,0,0,0,0,1
RNU6-1163P,0,1,1,2,6
RNU6-1164P,0,0,2,0,0
RNU6-1165P,1,2,8,3,5
RNU6-1167P,0,0,0,2,1
RNU6-1168P,0,0,0,0,0
RNU6-1169P,0,0,4,0,0
RNU6-116P,91,18,72,92,49
RNU6-1170P,0,1,2,0,0
RNU6-1171P,1,0,3,0,1
RNU6-1172P,0,0,0,0,0
RNU6-1174P,1,0,0,0,0
RNU6-1175P,0,0,0,0,0
RNU6-1176P,12,13,10,42,15
RNU6-1177P,1,0,1,4,1
RNU6-1178P,0,0,1,0,0
RNU6-1179P,0,0,0,0,0
RNU6-117P,0,0,0,0,0
RNU6-1180P,0,0,0,0,0
RNU6-1181P,0,1,0,1,1
RNU6-1183P,0,0,0,0,0
RNU6-1184P,0,0,0,0,0
RNU6-1186P,0,0,0,0,0
RNU6-1187P,0,0,0,0,0
RNU6-1188P,0,0,2,0,0
RNU6-1189P,2,1,2,8,12
RNU6-118P,9,3,11,25,14
RNU6-1190P,2,0,0,0,0
RNU6-1191P,0,0,0,2,0
RNU6-1193P,0,0,0,0,0
RNU6-1194P,0,0,0,0,1
RNU6-1195P,0,0,0,1,0
RNU6-1196P,0,1,0,1,2
RNU6-1197P,0,0,0,0,0
RNU6-1198P,0,1,0,0,0
RNU6-1199P,0,0,0,0,0
RNU6-119P,0,1,1,0,3
RNU6-11P,0,0,0,0,1
RNU6-1200P,4,5,5,8,5
RNU6-1201P,1,0,2,0,1
RNU6-1203P,2,1,0,1,2
RNU6-1204P,0,0,0,0,0
RNU6-1205P,0,0,0,0,0
RNU6-1206P,2,0,2,2,2
RNU6-1207P,0,0,0,0,0
RNU6-1208P,1,0,1,1,2
RNU6-1209P,0,0,1,3,1
RNU6-120P,0,0,0,0,0
RNU6-1210P,0,0,0,0,0
RNU6-1211P,0,0,0,0,0
RNU6-1212P,0,0,0,2,0
RNU6-1213P,0,0,0,0,0
RNU6-1214P,1,0,2,0,0
RNU6-1215P,0,0,0,1,0
RNU6-1216P,0,2,1,0,1
RNU6-1217P,0,0,0,0,1
RNU6-1218P,0,0,0,0,0
RNU6-1219P,0,0,0,1,0
RNU6-121P,0,0,0,0,0
RNU6-1220P,0,1,1,0,0
RNU6-1222P,2,0,0,3,0
RNU6-1223P,0,1,2,1,1
RNU6-1224P,0,1,0,1,1
RNU6-1225P,1,0,1,1,0
RNU6-1226P,0,1,0,1,1
RNU6-1227P,0,0,1,0,1
RNU6-1228P,0,1,0,1,0
RNU6-1229P,0,0,0,1,0
RNU6-122P,3,1,3,5,3
RNU6-1230P,0,0,0,0,0
RNU6-1231P,1,0,0,6,0
RNU6-1232P,0,0,0,0,0
RNU6-1233P,0,0,0,0,0
RNU6-1234P,0,0,0,1,0
RNU6-1235P,0,0,0,0,0
RNU6-1236P,0,0,0,0,0
RNU6-1237P,1,3,0,5,3
RNU6-1238P,3,5,2,4,0
RNU6-1239P,0,0,0,0,0
RNU6-123P,4,1,5,11,6
RNU6-1240P,0,0,0,0,0
RNU6-1241P,1,5,4,9,1
RNU6-1242P,0,0,0,0,0
RNU6-1243P,0,0,0,0,0
RNU6-1244P,0,0,0,0,0
RNU6-1245P,0,1,0,0,1
RNU6-1246P,1,0,1,4,2
RNU6-1247P,1,0,0,0,1
RNU6-1248P,0,0,0,0,0
RNU6-1249P,0,0,0,0,0
RNU6-1250P,1,0,0,1,0
RNU6-1251P,2,2,5,5,3
RNU6-1252P,0,0,0,0,0
RNU6-1254P,0,1,0,2,0
RNU6-1256P,0,0,0,0,2
RNU6-1257P,0,1,1,0,0
